year,state,registered_users,app_opens
2018,puducherry,49318,0
2018,tamil nadu,2104754,0
2018,uttar pradesh,4694250,0
2018,madhya pradesh,2553603,0
2018,andhra pradesh,3336450,0
2018,tripura,55157,0
2018,lakshadweep,501,0
2018,manipur,29925,0
2018,maharashtra,6106994,0
2018,dadra & nagar haveli & daman & diu,53258,0
2018,meghalaya,18513,0
2018,andaman & nicobar islands,6740,0
2018,haryana,1847357,0
2018,rajasthan,3158202,0
2018,ladakh,8784,0
2018,punjab,847142,0
2018,assam,385237,0
2018,jharkhand,885762,0
2018,odisha,1594015,0
2018,bihar,2133804,0
2018,kerala,784184,0
2018,karnataka,3717763,0
2018,chandigarh,86268,0
2018,telangana,3315560,0
2018,himachal pradesh,227373,0
2018,west bengal,2604789,0
2018,gujarat,2690048,0
2018,sikkim,20051,0
2018,nagaland,15074,0
2018,mizoram,7593,0
2018,chhattisgarh,679263,0
2018,jammu & kashmir,176425,0
2018,goa,91936,0
2018,arunachal pradesh,21495,0
2018,delhi,2087022,0
2018,uttarakhand,483043,0
2018,puducherry,65580,0
2018,tamil nadu,2996036,0
2018,uttar pradesh,6442554,0
2018,madhya pradesh,3441662,0
2018,andhra pradesh,4402540,0
2018,tripura,83369,0
2018,lakshadweep,686,0
2018,manipur,46055,0
2018,maharashtra,8222371,0
2018,dadra & nagar haveli & daman & diu,71458,0
2018,meghalaya,26618,0
2018,andaman & nicobar islands,9405,0
2018,haryana,2447221,0
2018,rajasthan,4212964,0
2018,ladakh,12918,0
2018,punjab,1152190,0
2018,assam,571046,0
2018,jharkhand,1230599,0
2018,odisha,2185781,0
2018,bihar,3005872,0
2018,kerala,1066587,0
2018,karnataka,5030665,0
2018,chandigarh,115219,0
2018,telangana,4260115,0
2018,himachal pradesh,315299,0
2018,west bengal,3833795,0
2018,gujarat,3565825,0
2018,sikkim,28097,0
2018,nagaland,22436,0
2018,mizoram,10422,0
2018,chhattisgarh,950675,0
2018,jammu & kashmir,261609,0
2018,goa,122174,0
2018,arunachal pradesh,32883,0
2018,delhi,2756141,0
2018,uttarakhand,649142,0
2018,puducherry,81546,0
2018,tamil nadu,3900177,0
2018,uttar pradesh,8096483,0
2018,madhya pradesh,4309309,0
2018,andhra pradesh,5427617,0
2018,tripura,116874,0
2018,lakshadweep,918,0
2018,manipur,61935,0
2018,maharashtra,10435033,0
2018,dadra & nagar haveli & daman & diu,92107,0
2018,meghalaya,37281,0
2018,andaman & nicobar islands,12149,0
2018,haryana,3020398,0
2018,rajasthan,5175453,0
2018,ladakh,17749,0
2018,punjab,1473148,0
2018,assam,784802,0
2018,jharkhand,1532362,0
2018,odisha,2795718,0
2018,bihar,3784535,0
2018,kerala,1347598,0
2018,karnataka,6372649,0
2018,chandigarh,143893,0
2018,telangana,5138501,0
2018,himachal pradesh,407634,0
2018,west bengal,4851740,0
2018,gujarat,4433183,0
2018,sikkim,37637,0
2018,nagaland,32090,0
2018,mizoram,14502,0
2018,chhattisgarh,1217792,0
2018,jammu & kashmir,342529,0
2018,goa,153802,0
2018,arunachal pradesh,45922,0
2018,delhi,3504911,0
2018,uttarakhand,810612,0
2018,puducherry,109494,0
2018,tamil nadu,5199878,0
2018,uttar pradesh,10341964,0
2018,madhya pradesh,5365442,0
2018,andhra pradesh,6857409,0
2018,tripura,153265,0
2018,lakshadweep,1156,0
2018,manipur,82589,0
2018,maharashtra,13381602,0
2018,dadra & nagar haveli & daman & diu,116511,0
2018,meghalaya,49634,0
2018,andaman & nicobar islands,15222,0
2018,haryana,3793079,0
2018,rajasthan,6358738,0
2018,ladakh,23883,0
2018,punjab,1865715,0
2018,assam,1039221,0
2018,jharkhand,1913949,0
2018,odisha,3623911,0
2018,bihar,4776665,0
2018,kerala,1757326,0
2018,karnataka,8315802,0
2018,chandigarh,177747,0
2018,telangana,6529679,0
2018,himachal pradesh,526343,0
2018,west bengal,6279278,0
2018,gujarat,5579040,0
2018,sikkim,48538,0
2018,nagaland,42997,0
2018,mizoram,19365,0
2018,chhattisgarh,1579998,0
2018,jammu & kashmir,436563,0
2018,goa,195350,0
2018,arunachal pradesh,61852,0
2018,delhi,4630313,0
2018,uttarakhand,1012103,0
2019,puducherry,133059,0
2019,tamil nadu,6296303,0
2019,uttar pradesh,12458661,0
2019,madhya pradesh,6414403,0
2019,andhra pradesh,8283019,0
2019,tripura,183254,0
2019,lakshadweep,1416,0
2019,manipur,99527,0
2019,maharashtra,16284451,0
2019,dadra & nagar haveli & daman & diu,140532,0
2019,meghalaya,61487,0
2019,andaman & nicobar islands,18596,0
2019,haryana,4538767,0
2019,rajasthan,7712204,0
2019,ladakh,29649,0
2019,punjab,2226590,0
2019,assam,1259085,0
2019,jharkhand,2279329,0
2019,odisha,4320744,0
2019,bihar,5745117,0
2019,kerala,2136624,0
2019,karnataka,10266174,0
2019,chandigarh,209175,0
2019,telangana,7963425,0
2019,himachal pradesh,653205,0
2019,west bengal,7449425,0
2019,gujarat,6652536,0
2019,sikkim,58956,0
2019,nagaland,53911,0
2019,mizoram,23670,0
2019,chhattisgarh,1908898,0
2019,jammu & kashmir,530669,0
2019,goa,238152,0
2019,arunachal pradesh,76957,0
2019,delhi,5499263,0
2019,uttarakhand,1224955,0
2019,puducherry,156458,661932
2019,tamil nadu,7429609,33658961
2019,uttar pradesh,14316349,78394040
2019,madhya pradesh,7301172,50642151
2019,andhra pradesh,9389003,81375251
2019,tripura,217644,953627
2019,lakshadweep,1747,4580
2019,manipur,117747,464829
2019,maharashtra,18776975,109967705
2019,dadra & nagar haveli & daman & diu,158580,860686
2019,meghalaya,74746,395764
2019,andaman & nicobar islands,21731,52640
2019,haryana,5178030,31929195
2019,rajasthan,8783935,62787336
2019,ladakh,35516,157317
2019,punjab,2600112,10928094
2019,assam,1500128,7350326
2019,jharkhand,2604854,14929066
2019,odisha,4845359,33955545
2019,bihar,6589759,39607022
2019,kerala,2550167,8673220
2019,karnataka,11968087,113024811
2019,chandigarh,240439,1220176
2019,telangana,9046007,80842302
2019,himachal pradesh,772603,3321711
2019,west bengal,8612795,49514201
2019,gujarat,7574645,34890301
2019,sikkim,70999,398520
2019,nagaland,66891,362497
2019,mizoram,28696,133025
2019,chhattisgarh,2191066,13206373
2019,jammu & kashmir,631193,2705373
2019,goa,278940,1352232
2019,arunachal pradesh,95885,502873
2019,delhi,6165448,43731570
2019,uttarakhand,1414339,7454279
2019,puducherry,177868,2476922
2019,tamil nadu,8428835,124690342
2019,uttar pradesh,16044607,268142606
2019,madhya pradesh,8180664,192353380
2019,andhra pradesh,10458693,310953542
2019,tripura,245456,3350991
2019,lakshadweep,2117,15038
2019,manipur,136316,1594205
2019,maharashtra,21313081,439998413
2019,dadra & nagar haveli & daman & diu,176929,3126189
2019,meghalaya,87395,1387814
2019,andaman & nicobar islands,23931,171107
2019,haryana,5783752,118332587
2019,rajasthan,9797304,238338999
2019,ladakh,39173,503126
2019,punjab,2962713,40860886
2019,assam,1731523,25393673
2019,jharkhand,2915511,55504460
2019,odisha,5387209,130181456
2019,bihar,7380265,126521298
2019,kerala,2990963,31471694
2019,karnataka,13635075,445683660
2019,chandigarh,267337,4625196
2019,telangana,10090557,318124511
2019,himachal pradesh,876184,10720741
2019,west bengal,9643222,176559011
2019,gujarat,8429299,129441484
2019,sikkim,82128,1316804
2019,nagaland,80077,1244022
2019,mizoram,34134,457834
2019,chhattisgarh,2435058,46362341
2019,jammu & kashmir,658455,3843919
2019,goa,317194,4753892
2019,arunachal pradesh,112149,1811700
2019,delhi,6782286,163381027
2019,uttarakhand,1585859,24660988
2019,puducherry,204292,3263122
2019,tamil nadu,9620493,155011717
2019,uttar pradesh,17949542,324068625
2019,madhya pradesh,9165241,237844976
2019,andhra pradesh,11757883,411201518
2019,tripura,272298,3610807
2019,lakshadweep,2427,17760
2019,manipur,155358,1855488
2019,maharashtra,23745297,543654112
2019,dadra & nagar haveli & daman & diu,197598,3770543
2019,meghalaya,100030,1490542
2019,andaman & nicobar islands,25960,177012
2019,haryana,6366679,136721888
2019,rajasthan,10925031,288904693
2019,ladakh,43108,470440
2019,punjab,3321742,47673880
2019,assam,1941220,26599449
2019,jharkhand,3281371,70181789
2019,odisha,6115537,189905719
2019,bihar,8342274,163998097
2019,kerala,3503938,40046033
2019,karnataka,15385416,569674870
2019,chandigarh,289590,4960441
2019,telangana,11220691,399239044
2019,himachal pradesh,985945,12637904
2019,west bengal,10885058,244326613
2019,gujarat,9323799,147973757
2019,sikkim,92972,1552004
2019,nagaland,93124,1454551
2019,mizoram,39809,529168
2019,chhattisgarh,2725900,57278977
2019,jammu & kashmir,673367,998572
2019,goa,353546,6290543
2019,arunachal pradesh,129321,2140340
2019,delhi,7289883,172682671
2019,uttarakhand,1752677,28853867
2020,puducherry,230908,3820943
2020,tamil nadu,10872368,179908753
2020,uttar pradesh,20136256,374282083
2020,madhya pradesh,10151371,262452480
2020,andhra pradesh,13022060,486513773
2020,tripura,299962,4063223
2020,lakshadweep,2772,21982
2020,manipur,177374,2175642
2020,maharashtra,26168390,615146568
2020,dadra & nagar haveli & daman & diu,218496,4195122
2020,meghalaya,113814,1716211
2020,andaman & nicobar islands,28368,193586
2020,haryana,7018770,157793468
2020,rajasthan,12142053,341815756
2020,ladakh,47790,590484
2020,punjab,3739502,53853710
2020,assam,2185938,33097892
2020,jharkhand,3651393,74014713
2020,odisha,6652970,175918622
2020,bihar,9351234,183868505
2020,kerala,4078316,46396398
2020,karnataka,17016980,626488036
2020,chandigarh,312887,5201211
2020,telangana,12306860,454723816
2020,himachal pradesh,1106025,14640104
2020,west bengal,11960822,207068218
2020,gujarat,10259843,165605122
2020,sikkim,104631,1697163
2020,nagaland,107143,1684520
2020,mizoram,46499,644683
2020,chhattisgarh,3016487,64224101
2020,jammu & kashmir,735408,4476894
2020,goa,391900,7147233
2020,arunachal pradesh,149066,2598321
2020,delhi,7826197,178263986
2020,uttarakhand,1943606,32631265
2020,puducherry,255600,3057608
2020,tamil nadu,12150786,144907447
2020,uttar pradesh,22498519,383703534
2020,madhya pradesh,11374423,253770044
2020,andhra pradesh,14319675,494341698
2020,tripura,336666,4443221
2020,lakshadweep,3187,29202
2020,manipur,215496,3011491
2020,maharashtra,28765086,506354812
2020,dadra & nagar haveli & daman & diu,244814,4505127
2020,meghalaya,136211,2205253
2020,andaman & nicobar islands,32710,305072
2020,haryana,7682878,143650123
2020,rajasthan,13563201,329941181
2020,ladakh,53034,695673
2020,punjab,4225481,51289576
2020,assam,2550883,39304924
2020,jharkhand,4061035,76339276
2020,odisha,7258315,154682772
2020,bihar,10603767,218435035
2020,kerala,4728844,45832953
2020,karnataka,18655366,490510075
2020,chandigarh,336351,3451250
2020,telangana,13378191,367130505
2020,himachal pradesh,1249867,16125580
2020,west bengal,13222022,198589332
2020,gujarat,11392657,155264359
2020,sikkim,119921,1912335
2020,nagaland,130205,2119279
2020,mizoram,55574,739308
2020,chhattisgarh,3401658,68493384
2020,jammu & kashmir,845294,9856653
2020,goa,430639,5310126
2020,arunachal pradesh,177534,3387006
2020,delhi,8391139,142852253
2020,uttarakhand,2148567,31074793
2020,puducherry,285173,4222159
2020,tamil nadu,13643451,194683284
2020,uttar pradesh,24838116,450784508
2020,madhya pradesh,12564224,324850994
2020,andhra pradesh,15692405,696300382
2020,tripura,376731,5777908
2020,lakshadweep,3644,32128
2020,manipur,258563,3552375
2020,maharashtra,31409513,668197101
2020,dadra & nagar haveli & daman & diu,267946,4421499
2020,meghalaya,157741,2384534
2020,andaman & nicobar islands,41335,515565
2020,haryana,8398816,188614769
2020,rajasthan,14969412,436682870
2020,ladakh,58401,1015680
2020,punjab,4694233,58946732
2020,assam,2830011,41875278
2020,jharkhand,4480027,99318784
2020,odisha,7901755,205597666
2020,bihar,11763213,266652644
2020,kerala,5582300,64309022
2020,karnataka,20487550,693683212
2020,chandigarh,362588,4888739
2020,telangana,14590882,527781925
2020,himachal pradesh,1378634,18411750
2020,west bengal,14448366,246554831
2020,gujarat,12467847,184402472
2020,sikkim,134773,2156470
2020,nagaland,173106,2868642
2020,mizoram,68315,924865
2020,chhattisgarh,3799386,86918606
2020,jammu & kashmir,949819,11443454
2020,goa,474962,6129766
2020,arunachal pradesh,206046,4003421
2020,delhi,9044174,190025029
2020,uttarakhand,2365438,40377348
2020,puducherry,319626,6377136
2020,tamil nadu,15357586,288233552
2020,uttar pradesh,27249134,552220798
2020,madhya pradesh,13737947,405571446
2020,andhra pradesh,17076565,869078538
2020,tripura,409110,6017249
2020,lakshadweep,4179,41144
2020,manipur,288772,3783432
2020,maharashtra,34432631,952006770
2020,dadra & nagar haveli & daman & diu,296493,6196436
2020,meghalaya,176447,2745917
2020,andaman & nicobar islands,52396,887208
2020,haryana,9129873,236101307
2020,rajasthan,16329494,511015109
2020,ladakh,64853,1232757
2020,punjab,5157868,71191183
2020,assam,3106153,49321814
2020,jharkhand,4917938,126310835
2020,odisha,8598751,270085293
2020,bihar,12889833,317056600
2020,kerala,6387169,91415273
2020,karnataka,22400182,935510690
2020,chandigarh,391402,6477974
2020,telangana,15927797,764614235
2020,himachal pradesh,1508766,22001148
2020,west bengal,15662093,291721919
2020,gujarat,13605203,230497353
2020,sikkim,148543,2478670
2020,nagaland,192188,2922121
2020,mizoram,78731,1096182
2020,chhattisgarh,4190601,109900467
2020,jammu & kashmir,1079022,16018751
2020,goa,527584,10991118
2020,arunachal pradesh,231292,4472667
2020,delhi,9747968,243433752
2020,uttarakhand,2596244,52564888
2021,puducherry,346279,7914507
2021,tamil nadu,16632608,348801714
2021,uttar pradesh,29482075,639718324
2021,madhya pradesh,14839427,482500276
2021,andhra pradesh,18363733,957709447
2021,tripura,439636,6009660
2021,lakshadweep,4577,47283
2021,manipur,312668,3709227
2021,maharashtra,37077537,1101976484
2021,dadra & nagar haveli & daman & diu,321396,7302462
2021,meghalaya,190869,2939026
2021,andaman & nicobar islands,57758,1004336
2021,haryana,9827905,266686683
2021,rajasthan,17661088,632535059
2021,ladakh,69919,1184204
2021,punjab,5568777,81052268
2021,assam,3358448,56752364
2021,jharkhand,5313049,141731331
2021,odisha,9233009,301315474
2021,bihar,13946288,355792608
2021,kerala,6936943,108918733
2021,karnataka,24095832,1084917385
2021,chandigarh,419998,7919533
2021,telangana,17149069,920040042
2021,himachal pradesh,1622951,24228094
2021,west bengal,16808799,316832674
2021,gujarat,14670126,264732874
2021,sikkim,160213,2795331
2021,nagaland,207808,2980581
2021,mizoram,85750,1193214
2021,chhattisgarh,4514551,124648704
2021,jammu & kashmir,1174818,18834009
2021,goa,570035,15467672
2021,arunachal pradesh,251240,4796708
2021,delhi,10467210,281201600
2021,uttarakhand,2802122,59282260
2021,puducherry,369961,5178916
2021,tamil nadu,17804542,343968474
2021,uttar pradesh,31651894,673598864
2021,madhya pradesh,15940935,727741649
2021,andhra pradesh,19620905,1044705436
2021,tripura,472153,9500881
2021,lakshadweep,4896,40301
2021,manipur,335409,7269002
2021,maharashtra,39664697,1208083592
2021,dadra & nagar haveli & daman & diu,344994,5062983
2021,meghalaya,205686,7290804
2021,andaman & nicobar islands,62095,2248223
2021,haryana,10530594,234052506
2021,rajasthan,18980985,1072091232
2021,ladakh,75048,4391632
2021,punjab,5976548,85894089
2021,assam,3617056,102003890
2021,jharkhand,5701503,184234107
2021,odisha,9891029,367576494
2021,bihar,14972134,371198660
2021,kerala,7416083,87814415
2021,karnataka,25751023,1051089714
2021,chandigarh,448572,4733924
2021,telangana,18306880,905317692
2021,himachal pradesh,1743151,43269977
2021,west bengal,17979979,275341466
2021,gujarat,15735981,282432543
2021,sikkim,171740,4541121
2021,nagaland,223337,6716892
2021,mizoram,92552,4014597
2021,chhattisgarh,4837055,205784717
2021,jammu & kashmir,1261267,34274559
2021,goa,609106,12710361
2021,arunachal pradesh,270572,13025849
2021,delhi,11182699,164997774
2021,uttarakhand,3004040,78380036
2021,puducherry,396609,6899592
2021,tamil nadu,19127440,459826734
2021,uttar pradesh,34151882,803890116
2021,madhya pradesh,17210233,929572924
2021,andhra pradesh,21059898,1258536879
2021,tripura,509929,12279146
2021,lakshadweep,5287,49127
2021,manipur,361749,9743772
2021,maharashtra,42581217,1565370852
2021,dadra & nagar haveli & daman & diu,371874,7162734
2021,meghalaya,223065,9952956
2021,andaman & nicobar islands,66982,3121625
2021,haryana,11325336,296884105
2021,rajasthan,20499465,1429553825
2021,ladakh,81210,7099550
2021,punjab,6434862,107614155
2021,assam,3918480,135288631
2021,jharkhand,6151843,230475998
2021,odisha,10652490,492879704
2021,bihar,16160771,421801379
2021,kerala,7949425,116282717
2021,karnataka,27614221,1366781087
2021,chandigarh,480463,6378807
2021,telangana,19615278,1107529197
2021,himachal pradesh,1880626,52970288
2021,west bengal,19323278,348588666
2021,gujarat,16946761,379987151
